year,weight_class,round,winner,winner_school,win_method,score,loser,loser_school
2024,101,Round of 16,Alyssa Quezaire,Missouri Baptist,VSU,10-0 6:00,Karly Scott,Southern Oregon
2024,101,Round of 16,Zoe Omura,Midland University (Neb.),VPO1,11-10,Makayla Young,Indiana Tech
2024,101,Round of 16,Elizabeth Dosado,Cumberlands (Ky.),VPO1,8-8,Abbeygael Cabuag,Vanguard (Calif.)
2024,101,Round of 16,Riley Banyas,Campbellsville (Ky.),VPO1,7-5,Audalie Cruz,Wayland Baptist (Texas)
2024,109,Round of 16,Mia Palumbo,William Penn (Iowa),VSU1,13-3 4:23,Angie Dill,Vanguard (Calif.)
2024,109,Round of 16,Alexsys Jacquez,St. Mary (Kan.),VFA,3:36 13-4,Alyssa King,Missouri Baptist
2024,109,Round of 16,Jasmine Howard,Texas Wesleyan,VFA,2:47 9-0,Liv Villanueva,Southern Oregon
2024,109,Round of 16,Paige Morales,Providence (Mont.),VSU,10-0 0:58,Kylee Slyter,Baker (Kan.)
2024,109,Round of 16,Emma Baertlein,Southern Oregon,VSU,10-0 3:20,Valeria Ahumada,Siena Heights (Mich.)
2024,109,Round of 16,Tehani Soares,Indiana Tech,VPO1,12-5,Hailey Holland,Missouri Valley College
2024,109,Round of 16,Diana Gonzalez,Life (Ga.),VPO1,12-3,Nizhoni Tallman,Evergreen (Wash.)
2024,109,Round of 16,Tristan Nitta,Grand View (Iowa),VSU,10-0 1:50,Gabrielle Medeiros,Campbellsville (Ky.)
2024,116,Round of 16,Juliana Diaz,Missouri Baptist,VFA,1:26 10-2,Irma Retano,Eastern Oregon
2024,116,Round of 16,Avery Ashley,Oklahoma City,VSU,11-0 1:17,Addison Saporito,Ottawa (Kan.)
2024,116,Round of 16,Camille Fournier,Texas Wesleyan,VFA,4:27 12-9,Arieana Arias,Providence (Mont.)
2024,116,Round of 16,Katherine Heath,Baker (Kan.),VSU1,12-2 3:34,Emma Jones,Indiana Tech
2024,116,Round of 16,Ajayzee Zaballos,Menlo (Calif.),VSU,10-0 1:21,Jo'Neisha Kennedy,Wayland Baptist (Texas)
2024,116,Round of 16,Icart Galumette,Campbellsville (Ky.),VPO,6-0,Kaylee Annis,Southern Oregon
2024,116,Round of 16,Ariana Martinez,Life (Ga.),VPO1,3-2,Catherine Steinkamp,William Penn (Iowa)
2024,116,Round of 16,Marissa Kurtz,Southern Oregon,VPO1,4-4,Isabelle Asuncion,Providence (Mont.)
2024,123,Round of 16,Cristelle Rodriguez,Doane (Neb.),VSU,10-0 0:51,Loretta Lopez,Vanguard (Calif.)
2024,123,Round of 16,Joanna Vanderwood,William Penn (Iowa),VSU,12-0 3:20,Larissa Kaz,Hastings (Neb.)
2024,123,Round of 16,Maya Davis,Grand View (Iowa),VSU,10-0 5:24,Ellabelle Taylor,Evergreen (Wash.)
2024,123,Round of 16,Anna Krejsa,Life (Ga.),VSU,10-0 6:00,Allison Hynes,Central Methodist (Mo.)
2024,123,Round of 16,Emily Paulino,Midland University (Neb.),VPO1,14-9,Paige Chafin,Eastern Oregon
2024,123,Round of 16,Alana Vivas,Menlo (Calif.),VPO1,6-2,Isabelle Silva,Indiana Tech
2024,123,Round of 16,Catharine Campbell,Grand View (Iowa),VPO,5-0,Haley Narahara,Menlo (Calif.)
2024,130,Round of 16,Carolina Moreno,Southern Oregon,VFA,1:33 6-0,Ellyana Kuzma,Indiana Tech
2024,130,Round of 16,Sarah Savidge,Life (Ga.),VFA,2:53 10-0,Alisha Van Scoy,St. Mary (Kan.)
2024,130,Round of 16,Louisa Schwab,Menlo (Calif.),VFA,3:59 6-1,Olivia Messerly,Campbellsville (Ky.)
2024,130,Round of 16,Alysaa Randles,Providence (Mont.),VSU1,12-2 2:04,Peyton Hand,Ottawa (Kan.)
2024,130,Round of 16,Elizabeth Duvall,Texas Wesleyan,VFA,4:30 10-6,Riley Dalrymple,Life (Ga.)
2024,130,Round of 16,Janiah Jones,Missouri Baptist,VFA,5:02 5-3,Anna Rodriguez,Eastern Oregon
2024,130,Round of 16,Devin Patton,William Penn (Iowa),VSU1,13-3 3:30,Paige Respico,Providence (Mont.)
2024,130,Round of 16,Lillian Avalos,Vanguard (Calif.),VSU,10-0 3:40,Chloe Herrick,Missouri Baptist
2024,101,Round of 32,Erin Hikiji,Providence (Mont.),VFA,0:34 4-0,Teya Garner,William Penn (Iowa)
2024,101,Round of 32,Kayla McKinley-Johnson,Menlo (Calif.),VSU,10-0 0:50,Sofia Abramson,Oklahoma City
2024,101,Round of 32,Alyssa Quezaire,Missouri Baptist,VPO1,5-1,Shanna Morris,Lourdes (Ohio)
2024,109,Round of 32,Alexsys Jacquez,St. Mary (Kan.),VFA,0:34 2-0,Judy Sandoval,Grand View (Iowa)
2024,109,Round of 32,Valeria Ahumada,Siena Heights (Mich.),VPO1,8-6,Rayana Sahagun,Jamestown (N.D.)
2024,109,Round of 32,Tristan Nitta,Grand View (Iowa),VFA,2:51 4-3,Aynsley Fink,Ottawa (Kan.)
2024,116,Round of 32,Avery Ashley,Oklahoma City,VSU,10-0 1:21,Jamesa Robinson,Brewton Parker (Ga.)
2024,116,Round of 32,Irma Retano,Eastern Oregon,VPO1,10-9,Markayla Lottie,Avila (Mo.)
2024,123,Round of 32,Cristelle Rodriguez,Doane (Neb.),VFA,1:59 8-0,Trinity Howard,Montreat (N.C.)
2024,123,Round of 32,Maya Davis,Grand View (Iowa),VFA,4:25 7-0,Carolina Rios,Texas Wesleyan
2024,123,Round of 32,Anna Krejsa,Life (Ga.),VFA,0:37 4-0,Alicia Frank,Providence (Mont.)
2024,123,Round of 32,Emily Paulino,Midland University (Neb.),VFA,2:10 4-0,Josie Davis,Campbellsville (Ky.)
2024,123,Round of 32,Catharine Campbell,Grand View (Iowa),VSU1,13-3 5:38,Cameron Ortiz,Campbellsville (Ky.)
2024,123,Round of 32,Larissa Kaz,Hastings (Neb.),VFA,1:15 2-3,Kaitlin Castro,Cumberlands (Ky.)
2024,130,Round of 32,Carolina Moreno,Southern Oregon,VFA,2:13 6-2,Nonnie Justice,Central Methodist (Mo.)
2024,130,Round of 32,Sarah Savidge,Life (Ga.),VSU,12-0 2:57,Destiny Campbell,Oklahoma City
2024,130,Round of 32,Alysaa Randles,Providence (Mont.),VSU,11-0 4:16,Bryce White,Oklahoma City
2024,130,Round of 32,Elizabeth Duvall,Texas Wesleyan,VFA,2:27 6-0,Erica Grant,Evergreen (Wash.)
2024,130,Round of 32,Olivia Messerly,Campbellsville (Ky.),VFA,0:59 4-0,Madeline Santana,Missouri Valley College
2024,136,Round of 32,Adaugo Nwachukwu,William Penn (Iowa),VFA,0:28 4-0,Angelina Prado,Life (Ga.)
2024,136,Round of 32,Zaynah McBryde,Life (Ga.),VSU,11-0 2:18,Keilani Guillermo,Wayland Baptist (Texas)
2024,136,Round of 32,Waipuilani Estrella-Beauchamp,Providence (Mont.),VSU,10-0 1:05,Carley Anderson,Indiana Tech
2024,136,Round of 32,Lilly Gough,Central Methodist (Mo.),VPO1,10-2,Mattison Parker,Texas Wesleyan
2024,136,Round of 32,Stephanie Chavez,Menlo (Calif.),VPO,7-0,Gabriella Perez,Campbellsville (Ky.)
2024,136,Round of 32,Willow Barnes,Missouri Valley College,VPO1,10-6,Piper Hall,Vanguard (Calif.)
2024,136,Round of 32,Desinee Lopez,Southern Oregon,VSU1,12-2 5:40,Bridgette Sotomayor,Doane (Neb.)
2024,136,Round of 32,Samantha Barragan,Menlo (Calif.),VFA,2:31 8-8,Aniseta Acosta,Missouri Valley College
2024,136,Round of 32,Aileen Lester,Ottawa (Kan.),VFA,1:36 6-0,Natalia Posada,Oklahoma City
2024,143,Round of 32,Desiree Jones,Menlo (Calif.),VPO1,12-9,Marissa Jimenez,Oklahoma City
2024,143,Round of 32,Alexandra Lopez,Menlo (Calif.),VPO1,9-3,Reagen Gallaway,Hastings (Neb.)
2024,143,Round of 32,Bella Amaro,Southern Oregon,VFA,1:26 4-0,Makayla Munoz,Oklahoma City
2024,143,Round of 32,Kailey Rees,Providence (Mont.),VSU,10-0 1:58,Livia Swift,Ottawa (Kan.)
2024,143,Round of 32,Maia Crumb,Indiana Tech,VFA,0:22 2-0,Marish Wahl,Dickinson State (N.D.)
2024,155,Round of 32,Caitlyn Davis,Southern Oregon,VSU,10-0 3:00,Cydney Bassett,Indiana Tech
2024,155,Round of 32,Latifah McBryde,Life (Ga.),VFA,0:41 4-0,Elisa Falcetti,Missouri Valley College
2024,155,Round of 32,Shannon Workinger,Menlo (Calif.),VSU,11-0 4:37,Ariana Pereira,Cumberlands (Ky.)
2024,170,Round of 32,Abby McIntyre,Grand View (Iowa),VFA,1:59 8-2,Siara Arrington,Ottawa (Kan.)
2024,170,Round of 32,Ashley Lekas,William Penn (Iowa),VSU,10-0 0:26,Kaley Rice,Texas Wesleyan
2024,170,Round of 32,Kalila Shrive,Menlo (Calif.),VFA,5:42 10-0,Katelyn Lewis,Providence (Mont.)
2024,101,3rd Place,Kayla McKinley-Johnson,Menlo (Calif.),VFA,5:03 10-8,Esther Walker,Midland University (Neb.)
2024,109,3rd Place,Emma Baertlein,Southern Oregon,VFA,4:31 2-8,Paige Morales,Providence (Mont.)
2024,116,3rd Place,Katherine Heath,Baker (Kan.),VFA,2:08 4-0,Ajayzee Zaballos,Menlo (Calif.)
2024,123,3rd Place,Alana Vivas,Menlo (Calif.),VPO1,8-2,Joanna Vanderwood,William Penn (Iowa)
2024,130,3rd Place,Devin Patton,William Penn (Iowa),VSU,10-0 1:50,Lillian Avalos,Vanguard (Calif.)
2024,136,3rd Place,Waipuilani Estrella-Beauchamp,Providence (Mont.),VFA,3:56 8-4,Tiyahna Askew,Missouri Baptist
2024,143,3rd Place,Bella Amaro,Southern Oregon,VPO1,7-1,Madison Diaz,Grand View (Iowa)
2024,155,3rd Place,Shannon Workinger,Menlo (Calif.),VFA,4:29 9-2,Josette Partney,Missouri Baptist
2024,170,3rd Place,Kalila Shrive,Menlo (Calif.),VPO1,4-2,Shenita Lawson,Southern Oregon
2024,191,3rd Place,Olivia Brown,Grand View (Iowa),VPO1,4-1,MaQuoia Bernabe,Cumberlands (Ky.)
2024,101,5th Place,Liana Ferreira,Southern Oregon,VFA,1:21 2-6,Audalie Cruz,Wayland Baptist (Texas)
2024,109,5th Place,Alexsys Jacquez,St. Mary (Kan.),VFA,1:06 2-4,Diana Gonzalez,Life (Ga.)
2024,116,5th Place,Icart Galumette,Campbellsville (Ky.),VIN,0:00 0-0,Avery Ashley,Oklahoma City
2024,123,5th Place,Sophia Smith,Oklahoma City,VSU,11-0 5:25,Anna Krejsa,Life (Ga.)
2024,130,5th Place,Janiah Jones,Missouri Baptist,VPO,3-0,Alysaa Randles,Providence (Mont.)
2024,143,5th Place,Mea Mohler,Texas Wesleyan,VSU,10-0 0:29,Alexandra Lopez,Menlo (Calif.)
2024,155,5th Place,Liv Wieber,Eastern Oregon,VIN,0:00 0-0,Flor Parker-Borreo,Evergreen (Wash.)
2024,170,5th Place,Bo Geibe,Siena Heights (Mich.),VFA,2:18 4-4,Chamira Cooper,Cumberlands (Ky.)
2024,191,5th Place,Naomi Duenas,Cumberlands (Ky.),VFA,2:04 8-2,Lessly Sandoval,St. Mary (Kan.)
2024,101,7th Place,Makayla Young,Indiana Tech,VSU1,15-4 4:32,Devyn Gomez,Life (Ga.)
2024,109,7th Place,Tehani Soares,Indiana Tech,VPO1,5-2,Tristan Nitta,Grand View (Iowa)
2024,116,7th Place,Marissa Kurtz,Southern Oregon,VFA,1:37 5-2,Ariana Martinez,Life (Ga.)
2024,123,7th Place,Haley Narahara,Menlo (Calif.),VPO1,10-6,Catharine Campbell,Grand View (Iowa)
2024,130,7th Place,Louisa Schwab,Menlo (Calif.),VFA,4:47 6-6,Elizabeth Duvall,Texas Wesleyan
2024,136,7th Place,Stephanie Chavez,Menlo (Calif.),VFA,1:12 3-0,River Todd,Vanguard (Calif.)
2024,143,7th Place,Reagen Gallaway,Hastings (Neb.),VSU1,12-1 3:00,Serenity De La Garza,Missouri Valley College
2024,155,7th Place,Sadie Antoque,Providence (Mont.),VPO,6-0,Kendra Thompson,Campbellsville (Ky.)
2024,170,7th Place,Aalyah Villarreal,Texas Wesleyan,VFA,3:24 10-1,Faith Macharia,Missouri Baptist
2024,191,7th Place,Jannell Avila,Baker (Kan.),VPO1,10-4,Elisa Robinson,Baker (Kan.)
2024,101,Consi-Semis,Kayla McKinley-Johnson,Menlo (Calif.),VPO1,9-4,Liana Ferreira,Southern Oregon
2024,101,Consi-Semis,Esther Walker,Midland University (Neb.),VPO1,12-7,Audalie Cruz,Wayland Baptist (Texas)
2024,109,Consi-Semis,Paige Morales,Providence (Mont.),VPO1,9-7,Alexsys Jacquez,St. Mary (Kan.)
2024,109,Consi-Semis,Emma Baertlein,Southern Oregon,VPO,8-0,Diana Gonzalez,Life (Ga.)
2024,116,Consi-Semis,Ajayzee Zaballos,Menlo (Calif.),VSU,10-0 2:31,Avery Ashley,Oklahoma City
2024,116,Consi-Semis,Katherine Heath,Baker (Kan.),VFA,2:38 8-2,Icart Galumette,Campbellsville (Ky.)
2024,123,Consi-Semis,Joanna Vanderwood,William Penn (Iowa),VPO1,9-4,Anna Krejsa,Life (Ga.)
2024,123,Consi-Semis,Alana Vivas,Menlo (Calif.),VFA,4:12 2-1,Sophia Smith,Oklahoma City
2024,130,Consi-Semis,Devin Patton,William Penn (Iowa),VPO1,10-6,Alysaa Randles,Providence (Mont.)
2024,130,Consi-Semis,Lillian Avalos,Vanguard (Calif.),VPO1,12-11,Janiah Jones,Missouri Baptist
2024,136,Consi-Semis,Waipuilani Estrella-Beauchamp,Providence (Mont.),VFA,2:24 4-1,Gianna Moreno,Friends (Kan.)
2024,143,Consi-Semis,Madison Diaz,Grand View (Iowa),VPO1,6-3,Mea Mohler,Texas Wesleyan
2024,143,Consi-Semis,Bella Amaro,Southern Oregon,VPO1,2-1,Alexandra Lopez,Menlo (Calif.)
2024,155,Consi-Semis,Shannon Workinger,Menlo (Calif.),VPO1,11-6,Flor Parker-Borreo,Evergreen (Wash.)
2024,155,Consi-Semis,Josette Partney,Missouri Baptist,VPO1,10-4,Liv Wieber,Eastern Oregon
2024,170,Consi-Semis,Shenita Lawson,Southern Oregon,VPO1,10-2,Chamira Cooper,Cumberlands (Ky.)
2024,170,Consi-Semis,Kalila Shrive,Menlo (Calif.),VPO1,9-6,Bo Geibe,Siena Heights (Mich.)
2024,191,Consi-Semis,Olivia Brown,Grand View (Iowa),VFA,4:59 10-0,Lessly Sandoval,St. Mary (Kan.)
2024,191,Consi-Semis,MaQuoia Bernabe,Cumberlands (Ky.),VFA,0:52 2-0,Naomi Duenas,Cumberlands (Ky.)
2024,101,Consi of 4,Liana Ferreira,Southern Oregon,VPO1,15-9,Makayla Young,Indiana Tech
2024,101,Consi of 4,Audalie Cruz,Wayland Baptist (Texas),VSU,10-0 1:36,Devyn Gomez,Life (Ga.)
2024,109,Consi of 4,Alexsys Jacquez,St. Mary (Kan.),VPO1,8-4,Tehani Soares,Indiana Tech
2024,109,Consi of 4,Emma Baertlein,Southern Oregon,VPO1,5-4,Tristan Nitta,Grand View (Iowa)
2024,116,Consi of 4,Ajayzee Zaballos,Menlo (Calif.),VPO1,12-5,Marissa Kurtz,Southern Oregon
2024,116,Consi of 4,Icart Galumette,Campbellsville (Ky.),VSU,10-0 2:02,Ariana Martinez,Life (Ga.)
2024,123,Consi of 4,Anna Krejsa,Life (Ga.),VPO1,6-4,Catharine Campbell,Grand View (Iowa)
2024,123,Consi of 4,Alana Vivas,Menlo (Calif.),VPO1,4-1,Haley Narahara,Menlo (Calif.)
2024,130,Consi of 4,Devin Patton,William Penn (Iowa),VFA,0:30 3-1,Louisa Schwab,Menlo (Calif.)
2024,130,Consi of 4,Lillian Avalos,Vanguard (Calif.),VFA,1:54 6-4,Elizabeth Duvall,Texas Wesleyan
2024,136,Consi of 4,Tiyahna Askew,Missouri Baptist,VSU,11-0 5:09,Stephanie Chavez,Menlo (Calif.)
2024,136,Consi of 4,Gianna Moreno,Friends (Kan.),VSU,10-0 0:30,River Todd,Vanguard (Calif.)
2024,143,Consi of 4,Mea Mohler,Texas Wesleyan,VSU1,12-2 1:37,Serenity De La Garza,Missouri Valley College
2024,143,Consi of 4,Alexandra Lopez,Menlo (Calif.),VPO1,9-6,Reagen Gallaway,Hastings (Neb.)
2024,155,Consi of 4,Shannon Workinger,Menlo (Calif.),VPO1,7-4,Kendra Thompson,Campbellsville (Ky.)
2024,155,Consi of 4,Josette Partney,Missouri Baptist,VFA,2:00 4-0,Sadie Antoque,Providence (Mont.)
2024,170,Consi of 4,Chamira Cooper,Cumberlands (Ky.),VSU,10-0 5:05,Aalyah Villarreal,Texas Wesleyan
2024,170,Consi of 4,Bo Geibe,Siena Heights (Mich.),VFA,4:43 14-4,Faith Macharia,Missouri Baptist
2024,191,Consi of 4,Naomi Duenas,Cumberlands (Ky.),VFA,5:42 12-3,Jannell Avila,Baker (Kan.)
2024,191,Consi of 4,Olivia Brown,Grand View (Iowa),VPO1,7-1,Elisa Robinson,Baker (Kan.)
2024,101,Consi of 8 #2,Liana Ferreira,Southern Oregon,VFA,5:46 15-7,Alyssa Quezaire,Missouri Baptist
2024,101,Consi of 8 #2,Makayla Young,Indiana Tech,VPO1,8-1,Riley Banyas,Campbellsville (Ky.)
2024,101,Consi of 8 #2,Devyn Gomez,Life (Ga.),VFA,5:42 10-5,Elizabeth Dosado,Cumberlands (Ky.)
2024,101,Consi of 8 #2,Audalie Cruz,Wayland Baptist (Texas),VIN,4:31 11-6,Zoe Omura,Midland University (Neb.)
2024,109,Consi of 8 #2,Alexsys Jacquez,St. Mary (Kan.),VSU,10-0 2:07,Kylee Slyter,Baker (Kan.)
2024,109,Consi of 8 #2,Emma Baertlein,Southern Oregon,VPO1,5-2,Nizhoni Tallman,Evergreen (Wash.)
2024,109,Consi of 8 #2,Tehani Soares,Indiana Tech,VFA,0:59 4-0,Angie Dill,Vanguard (Calif.)
2024,109,Consi of 8 #2,Tristan Nitta,Grand View (Iowa),VFA,2:39 6-2,Liv Villanueva,Southern Oregon
2024,116,Consi of 8 #2,Ajayzee Zaballos,Menlo (Calif.),VSU,10-0 1:31,Addison Saporito,Ottawa (Kan.)
2024,116,Consi of 8 #2,Icart Galumette,Campbellsville (Ky.),VFA,0:35 2-0,Irma Retano,Eastern Oregon
2024,116,Consi of 8 #2,Ariana Martinez,Life (Ga.),VFA,2:30 4-9,Emma Jones,Indiana Tech
2024,116,Consi of 8 #2,Marissa Kurtz,Southern Oregon,VFA,1:12 5-0,Arieana Arias,Providence (Mont.)
2024,123,Consi of 8 #2,Anna Krejsa,Life (Ga.),VSU1,14-4 1:32,Larissa Kaz,Hastings (Neb.)
2024,123,Consi of 8 #2,Haley Narahara,Menlo (Calif.),VFA,5:15 7-0,Emily Paulino,Midland University (Neb.)
2024,123,Consi of 8 #2,Alana Vivas,Menlo (Calif.),VSU,10-0 5:15,Allison Hynes,Central Methodist (Mo.)
2024,123,Consi of 8 #2,Catharine Campbell,Grand View (Iowa),VSU1,12-2 5:41,Alicia Frank,Providence (Mont.)
2024,130,Consi of 8 #2,Louisa Schwab,Menlo (Calif.),VSU,11-0 4:18,Ellyana Kuzma,Indiana Tech
2024,130,Consi of 8 #2,Elizabeth Duvall,Texas Wesleyan,VPO1,15-6,Paige Respico,Providence (Mont.)
2024,130,Consi of 8 #2,Devin Patton,William Penn (Iowa),VSU,13-0 5:49,Riley Dalrymple,Life (Ga.)
2024,130,Consi of 8 #2,Lillian Avalos,Vanguard (Calif.),VSU,10-0 1:20,Erica Grant,Evergreen (Wash.)
2024,136,Consi of 8 #2,Tiyahna Askew,Missouri Baptist,VPO1,2-1,Desinee Lopez,Southern Oregon
2024,136,Consi of 8 #2,River Todd,Vanguard (Calif.),VPO1,12-8,Mattison Parker,Texas Wesleyan
2024,136,Consi of 8 #2,Gianna Moreno,Friends (Kan.),VFA,0:28 4-0,Addison Messerly,Campbellsville (Ky.)
2024,136,Consi of 8 #2,Stephanie Chavez,Menlo (Calif.),VPO1,7-2,Samantha Barragan,Menlo (Calif.)
2024,143,Consi of 8 #2,Mea Mohler,Texas Wesleyan,VSU,10-0 2:13,Desiree Jones,Menlo (Calif.)
2024,143,Consi of 8 #2,Serenity De La Garza,Missouri Valley College,VPO1,10-7,Krista Warren,Grand View (Iowa)
2024,143,Consi of 8 #2,Alexandra Lopez,Menlo (Calif.),VFA,2:14 10-8,Maia Crumb,Indiana Tech
2024,143,Consi of 8 #2,Reagen Gallaway,Hastings (Neb.),VSU1,13-2 4:16,Micah Fisher,Cumberlands (Ky.)
2024,155,Consi of 8 #2,Shannon Workinger,Menlo (Calif.),VPO,6-0,Leilani Hernandez,Texas Wesleyan
2024,155,Consi of 8 #2,Josette Partney,Missouri Baptist,VPO1,9-7,Aspen Barber,Doane (Neb.)
2024,155,Consi of 8 #2,Kendra Thompson,Campbellsville (Ky.),VFA,5:24 10-2,Taydem Khamjoi,Texas Wesleyan
2024,155,Consi of 8 #2,Sadie Antoque,Providence (Mont.),VPO1,5-1,Anastasia Hardin,Missouri Baptist
2024,170,Consi of 8 #2,Bo Geibe,Siena Heights (Mich.),VSU1,15-2 5:01,Lily El-Masri,Vanguard (Calif.)
2024,170,Consi of 8 #2,Chamira Cooper,Cumberlands (Ky.),VFA,1:23 2-3,Maggie Graham,Life (Ga.)
2024,170,Consi of 8 #2,Faith Macharia,Missouri Baptist,VSU1,17-5 5:09,Kaley Rice,Texas Wesleyan
2024,170,Consi of 8 #2,Aalyah Villarreal,Texas Wesleyan,VFA,4:18 4-10,Victoria Guinard,Hastings (Neb.)
2024,191,Consi of 8 #2,Naomi Duenas,Cumberlands (Ky.),VPO1,9-8,Marissa Patterson,Hastings (Neb.)
2024,191,Consi of 8 #2,Jannell Avila,Baker (Kan.),VPO1,7-7,Andjela Prijovic,Grand View (Iowa)
2024,191,Consi of 8 #2,Olivia Brown,Grand View (Iowa),VPO1,10-1,Samyra Thomas,Jarvis Christian (Texas)
2024,191,Consi of 8 #2,Elisa Robinson,Baker (Kan.),VFA,2:45 7-0,Kenisha Jacsaint,Doane (Neb.)
2024,101,Consi of 8 #1,Makayla Young,Indiana Tech,VSU,10-0 2:06,Sage Beltran,Missouri Valley College
2024,101,Consi of 8 #1,Audalie Cruz,Wayland Baptist (Texas),VSU1,16-6 2:52,Karina Vang,Doane (Neb.)
2024,101,Consi of 8 #1,Liana Ferreira,Southern Oregon,VSU,10-0 4:56,Abbeygael Cabuag,Vanguard (Calif.)
2024,101,Consi of 8 #1,Devyn Gomez,Life (Ga.),VSU1,18-7 5:24,Karly Scott,Southern Oregon
2024,109,Consi of 8 #1,Angie Dill,Vanguard (Calif.),VFA,5:00 9-4,Gabrielle Medeiros,Campbellsville (Ky.)
2024,109,Consi of 8 #1,Kylee Slyter,Baker (Kan.),VSU,10-0 2:06,Valeria Ahumada,Siena Heights (Mich.)
2024,109,Consi of 8 #1,Liv Villanueva,Southern Oregon,VFA,2:06 6-4,Hailey Holland,Missouri Valley College
2024,109,Consi of 8 #1,Nizhoni Tallman,Evergreen (Wash.),VPO1,10-5,Alyssa King,Missouri Baptist
2024,116,Consi of 8 #1,Arieana Arias,Providence (Mont.),VPO1,6-4,Kaylee Annis,Southern Oregon
2024,116,Consi of 8 #1,Irma Retano,Eastern Oregon,VSU,10-0 1:48,Isabelle Asuncion,Providence (Mont.)
2024,116,Consi of 8 #1,Addison Saporito,Ottawa (Kan.),VPO1,4-3,Catherine Steinkamp,William Penn (Iowa)
2024,116,Consi of 8 #1,Emma Jones,Indiana Tech,VFA,2:44 6-2,Jo'Neisha Kennedy,Wayland Baptist (Texas)
2024,123,Consi of 8 #1,Larissa Kaz,Hastings (Neb.),VFA,3:45 11-5,Cameron Ortiz,Campbellsville (Ky.)
2024,123,Consi of 8 #1,Allison Hynes,Central Methodist (Mo.),VSU,10-0 5:22,Carolina Rios,Texas Wesleyan
2024,123,Consi of 8 #1,Haley Narahara,Menlo (Calif.),VSU,10-0 1:17,Loretta Lopez,Vanguard (Calif.)
2024,123,Consi of 8 #1,Alicia Frank,Providence (Mont.),VFA,3:59 12-9,Ellabelle Taylor,Evergreen (Wash.)
2024,130,Consi of 8 #1,Riley Dalrymple,Life (Ga.),VSU,10-0 1:47,Madeline Santana,Missouri Valley College
2024,130,Consi of 8 #1,Erica Grant,Evergreen (Wash.),VFA,4:07 11-16,Olivia Messerly,Campbellsville (Ky.)
2024,130,Consi of 8 #1,Paige Respico,Providence (Mont.),VFA,1:27 10-0,Alisha Van Scoy,St. Mary (Kan.)
2024,130,Consi of 8 #1,Ellyana Kuzma,Indiana Tech,VFA,5:16 8-5,Chloe Herrick,Missouri Baptist
2024,136,Consi of 8 #1,Mattison Parker,Texas Wesleyan,VSU,11-0 4:09,Kaydince Turner,Hastings (Neb.)
2024,136,Consi of 8 #1,Samantha Barragan,Menlo (Calif.),VSU,10-0 3:24,Lilly Gough,Central Methodist (Mo.)
2024,136,Consi of 8 #1,Desinee Lopez,Southern Oregon,VPO1,7-3,Aileen Lester,Ottawa (Kan.)
2024,136,Consi of 8 #1,Gianna Moreno,Friends (Kan.),VSU1,12-2 2:43,Jalynn Patino,Texas Wesleyan
2024,143,Consi of 8 #1,Desiree Jones,Menlo (Calif.),VPO1,4-2,Randie Scoon,Ottawa (Kan.)
2024,143,Consi of 8 #1,Reagen Gallaway,Hastings (Neb.),VSU,10-0 2:50,Marissa Jimenez,Oklahoma City
2024,143,Consi of 8 #1,Serenity De La Garza,Missouri Valley College,VFA,2:29 9-2,Makayla Munoz,Oklahoma City
2024,143,Consi of 8 #1,Maia Crumb,Indiana Tech,VFA,0:33 2-0,Isabelle Hawley,William Penn (Iowa)
2024,155,Consi of 8 #1,Leilani Hernandez,Texas Wesleyan,VFA,1:16 4-0,Presley McCandlish,Oklahoma City
2024,155,Consi of 8 #1,Aspen Barber,Doane (Neb.),VFA,2:19 5-4,Cydney Bassett,Indiana Tech
2024,155,Consi of 8 #1,Anastasia Hardin,Missouri Baptist,VFA,1:31 2-0,Lisa Hoeflich,Hastings (Neb.)
2024,170,Consi of 8 #1,Lily El-Masri,Vanguard (Calif.),VPO1,8-4,Saiheron Preciado-Meza,Cumberlands (Ky.)
2024,170,Consi of 8 #1,Chamira Cooper,Cumberlands (Ky.),VPO,9-0,Gabrielle Holloway,St. Andrews (N.C.)
2024,170,Consi of 8 #1,Kaley Rice,Texas Wesleyan,VFA,1:43 4-2,Jaclyn Daley,Baker (Kan.)
2024,170,Consi of 8 #1,Victoria Guinard,Hastings (Neb.),VFA,4:09 6-2,Payton Curley,Lourdes (Ohio)
2024,191,Consi of 8 #1,Samyra Thomas,Jarvis Christian (Texas),VFA,0:22 4-0,Madeline Welch,Life (Ga.)
2024,191,Consi of 8 #1,Naomi Duenas,Cumberlands (Ky.),VFA,0:49 4-1,Payton Sholander,Wayland Baptist (Texas)
2024,191,Consi of 8 #1,Elisa Robinson,Baker (Kan.),VFA,1:08 6-0,Agatha Andrews,Jamestown (N.D.)
2024,191,Consi of 8 #1,Andjela Prijovic,Grand View (Iowa),VFA,1:36 4-0,Ryann Rumsey,Oklahoma City
2024,101,Consi of 16 #2,Makayla Young,Indiana Tech,VPO1,5-2,Shanna Morris,Lourdes (Ohio)
2024,101,Consi of 16 #2,Liana Ferreira,Southern Oregon,VFA,0:55 4-0,Teya Garner,William Penn (Iowa)
2024,101,Consi of 16 #2,Devyn Gomez,Life (Ga.),VFA,1:43 8-8,Sofia Abramson,Oklahoma City
2024,109,Consi of 16 #2,Nizhoni Tallman,Evergreen (Wash.),VSU1,12-2 4:41,Aynsley Fink,Ottawa (Kan.)
